target,file,offset,MKDX English Mod 2023
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_009.dds,506944,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_010.dds,563232,5050ba7a7ebfa453aa1caed526a9d8a3
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_011.dds,619520,f4c27a979feeeeb8b5d8acaaff151cc5
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_012.dds,675808,b6886c8a90781a4624ee7d5ba7f79e8a
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_013.dds,732096,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_014.dds,788384,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_015.dds,844672,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_016.dds,900960,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_017.dds,957248,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\item_type_name_s.pac,common_tex-tex-item_type_name_s.pac\ITEM_TYPE_NAME_S_018.dds,1013536,037ca329502fc452e3e6a14df4e678a9
Data\flash\data_jp\common_tex\tex\nam_p00_s.pac,common_tex-tex-nam_p00_s.pac\NAM_S_P00_150.dds,1073504,bf22c14f5976a527fe220d36a567e33c
Data\flash\data_jp\common_tex\tex\nam_p00_s.pac,common_tex-tex-nam_p00_s.pac\NAM_S_P00_151.dds,1103584,cda78f94cbd3d94b2125cd23fecb31ce
Data\flash\data_jp\common_tex\tex\nam_p00_s.pac,common_tex-tex-nam_p00_s.pac\NAM_S_P00_152.dds,1133664,d0e9caf689eb5701f76391a48bb510df
Data\flash\data_jp\common_tex\tex\nam_team.pac,common_tex-tex-nam_team.pac\NAM_TEAM_01.dds,96,90ef915455a0d7135cf0795c75f33528
Data\flash\data_jp\common_tex\tex\nam_team.pac,common_tex-tex-nam_team.pac\NAM_TEAM_02.dds,571424,88d1959a576b46d9954030e83ee90b2e
Data\flash\data_jp\common_tex\tex\nam_team.pac,common_tex-tex-nam_team.pac\NAM_TEAM_03.dds,1142752,187bedb605d502236d32e220fd9152df
Data\flash\data_jp\common_tex\tex\popup_atr.pac,common_tex-tex-popup_atr.pac\P_M_ATR_C_10.dds,2340832,89628aa2c899776c851677bb5f02efba
Data\flash\data_jp\common_tex\tex\popup_atr.pac,common_tex-tex-popup_atr.pac\P_M_ATR_S_20.dds,3214336,eeec142376e2d73fcda83466b11f11db
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_C_50.dds,640,103429b78537f43fbbb6e14b360c684a
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_C_91.dds,147424,a64e56cff8eca7ab9be37efdb00ab859
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_F_1.dds,294208,acdd460240da98b4aee5dcc520d5b5b7
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_F_2.dds,585376,6aae57db1c1b1bbf5352fe74b1212cf1
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_F_2_FP.dds,876544,653c9e067e721fe09126d859362819df
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_F_5.dds,1167712,5e4fb11de1e02acbb32940d814cc64e8
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_1.dds,2913984,9e71ab097a4dffbc34dfe3aaab870bb3
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_11.dds,3205152,aca7caf5afc25bdbbd02942ffb1fb59c
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_12.dds,5831392,b413690656641892b6fc92dcf7125c07
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_16.dds,6122560,1b6c18ccc84b0fa42e83a44c8d2cc7d1
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_19.dds,8160000,a19ab19380ac131ee9762ffdc50c1ce5
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_2.dds,8306784,d387ca2261c83976712a885ede3c1d95
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_20.dds,8453568,5c81868cd86e546c018577ccc350f785
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_21.dds,8600352,956f8ff40dafb68b62b46353af26dc10
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_22.dds,8747136,8fab29f85733c6ef833690588792eb51
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_23.dds,8893920,1e8416922c7cfb5a6fc64767b38aa9bb
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_3.dds,9185088,e5ff6dccd542d5fbf423608d950cbea4
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_31.dds,9331872,348e1a8fa47c7bc79d3793f493944808
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_32.dds,9478656,754ba70140a6dde7245d8c6dfddaaaf5
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_34.dds,10358624,22446deb1a37280d7b0cead525d750de
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_4.dds,10505408,2bfe50c8bd967f8e88652f3692bcf946
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_5.dds,10796576,349f551c2e8336afeceb67ca0a6d5d67
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_6.dds,10943360,dbc5c22d3e492d027deee17a8c7e03f3
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_G_7.dds,11090144,1142d0171864006a602e171790ddcd41
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_M_15.dds,11236928,0b3fb48194e9453b68973cacbcb13ba7
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_O_6.dds,13129984,23f44dd057761dc1025ff870db117cdc
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_O_8.dds,13421152,6df6b9c0aa0c2dc5c8333243678a0b97
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_P_10.dds,16040640,593d1f57d067cecd49cd0593662a95c7
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_P_11.dds,16331808,cd225f45185b262b341f6bb6c4137321
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_P_21.dds,18078080,703fd487ac2653d432c964cf394dcb2a
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_P_30.dds,18958048,949166761a3d44afd7c2ff9991691ada
Data\flash\data_jp\common_tex\tex\popup_bana.pac,common_tex-tex-popup_bana.pac\P_M_BANA_P_9.dds,19249216,163d4541d6df8b586f289ae37c557c1a
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_00.dds,576,e2d74b0e750d238ed4d67b7d454820c4
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_01.dds,147360,3b9eb2c2179cbd4aa4f809b0a75de9e5
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_02.dds,294144,6bf5ef9954f616e8820628fc661637c4
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_03.dds,440928,dbb660e95b315079eb360928d3116cfe
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_04.dds,587712,538328981f8f74668c95b77f50eb5cfe
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_05.dds,734496,536de00e2a2f639f5f82cb42a244a07a
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_06.dds,881280,689ecf3feaeb6e775891cb7399981d7d
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_07.dds,1028064,f0cce2e69b72db1a042385226cdb4022
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_08.dds,1174848,5df4de559e728ac73015894078170373
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_09.dds,1321632,a8bfa4120f8ef7c7b7b374eb14ed9aff
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_10.dds,1468416,705d20dca365207223c1542c39e3d1ad
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_11.dds,1615200,e4b77a45e21420e0b9106a37c829deef
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_15.dds,1761984,61ef3560e60942fb57f1947c88793c67
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_16.dds,1908768,c972fa74f6d8d83632eff81e15a2e5d6
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_21.dds,2642688,6808435db240f5847d93c3c2ba118bae
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_22.dds,2789472,2d0a4ef25bfa611ddae1bd66d87295b5
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_23.dds,2936256,a1a39b2cfc2ced6bd8cb607c3722b043
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_24.dds,3083040,1c4622b4a52bbf395c65d7d77b91378d
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_25.dds,3229824,66b181785fbb111275ae89b07890b186
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_26.dds,3376608,d04827dcd47400a3104d675d9b37c4b7
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_27.dds,3523392,f476c73daa33ae1cf475c6723b291cb4
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_28.dds,3670176,6375cd5c02bb3be467840e5301100222
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_29.dds,3816960,ffa1e70fb4c5c2225747eac861eea679
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_30.dds,3963744,952150eb7e8f9445baf3b898f51dd8cc
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_31.dds,4110528,cfb30296493e4a0104ee7ad183c6c763
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_32.dds,4257312,ffa1e70fb4c5c2225747eac861eea679
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_33.dds,4404096,523dfc751490d9bde9dba380226952df
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_34.dds,4550880,3b5679351fdd94516cd6bc87bac88f01
Data\flash\data_jp\common_tex\tex\popup_error.pac,common_tex-tex-popup_error.pac\P_M_ERROR_35.dds,4697664,19cca49469e0cad549cf140978f4eeac
Data\flash\data_jp\common_tex\tex\popup_qr.pac,common_tex-tex-popup_qr.pac\P_M_QR_00.dds,96,57770c4452d06a4255d3f99c64c5f794
Data\flash\data_jp\common_tex\tex\popup_qr.pac,common_tex-tex-popup_qr.pac\P_M_QR_01.dds,880064,69dde2135fd986600e9b638383cb889f
Data\flash\data_jp\common_tex\tex\popup_qr.pac,common_tex-tex-popup_qr.pac\P_M_QR_02.dds,1760032,213111924f40f8b074bb8189c40e3399
Data\flash\data_jp\common_tex\tex\pop_card.pac,common_tex-tex-pop_card.pac\POP_CARD_02.dds,2173696,76e5f47f2acd54110c50fcf4e3c3f302
Data\flash\data_jp\common_tex\tex\pop_gattai.pac,common_tex-tex-pop_gattai.pac\POP_GATTAI_01.dds,128,f08c04c8b66b1ca24e86a6f0cffb40d3
Data\flash\data_jp\common_tex\tex\pop_gattai.pac,common_tex-tex-pop_gattai.pac\POP_GATTAI_02.dds,2659456,4700b500d3cf5f4cdaed980b2295f121
Data\flash\data_jp\common_tex\tex\pop_gattai.pac,common_tex-tex-pop_gattai.pac\POP_GATTAI_03.dds,5318784,8e9605ad7352b00a038b93cf062e668d
Data\flash\data_jp\common_tex\tex\pop_gattai.pac,common_tex-tex-pop_gattai.pac\POP_GATTAI_04.dds,7978112,562fc0f51ac06c8c69fb1678b0240352
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_000.dds,256,b77eb1aceceec8dd20a3098cae22eef4
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_001.dds,4189184,a18ab4cadc4907a9ae7d413b2344404d
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_002.dds,7330912,c5409df4503503c9cee309fb13081e25
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_003.dds,11530720,46f265ee1ebb62e054f84554cc6747d0
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_004.dds,15719648,8b03c0f0c06dc6e29fd840217d1ee205
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_005.dds,18861376,a1b359f25034d7a6606b3fc878b3592c
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_006.dds,22003104,15d68a477af0972bfcefd311bb63fe8e
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_007.dds,25144832,292e01fea8a60717f9f0fb1d79197e60
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_008.dds,28286560,1d62a6fbe32e637a99e384d930a8b028
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_009.dds,31428288,ae701ea5cb087b69ffe380a5f6d45130
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_010.dds,34570016,bef6e09b7489908870d872a51f269bf7
Data\flash\data_jp\common_tex\tex\tips.pac,common_tex-tex-tips.pac\TIPS_MAME_011.dds,37711744,0596d1bdbd8072725194f284572c4289
Data\flash\data_jp\common_tex\tex\tips_load.pac,common_tex-tex-tips_load.pac\TIPS_LOAD_000.dds,224,ae917b2dbd115dbb5c41b707fc3f5d15
Data\flash\data_jp\common_tex\tex\tips_load.pac,common_tex-tex-tips_load.pac\TIPS_LOAD_001.dds,4178272,b3aac7f32dae9b3e20250dab9908b936
Data\flash\data_jp\common_tex\tex\tips_load.pac,common_tex-tex-tips_load.pac\TIPS_LOAD_002.dds,8356320,2cba0c88b2e0e79009506fcbc1ead70d
Data\flash\data_jp\common_tex\tex\tips_load.pac,common_tex-tex-tips_load.pac\TIPS_LOAD_003.dds,11489888,9548dffe8f72024788d3c0b796b8530d
Data\flash\data_jp\common_tex\tex\tips_load.pac,common_tex-tex-tips_load.pac\TIPS_LOAD_004.dds,15667936,e23a63086e046f4b7d2106bd8542fb04
Data\flash\data_jp\common_tex\tex\tips_load.pac,common_tex-tex-tips_load.pac\TIPS_LOAD_005.dds,19845984,e7a1e891355807e40bb5ef022f277297
Data\flash\data_jp\common_tex\tex\tips_load.pac,common_tex-tex-tips_load.pac\TIPS_LOAD_007.dds,27157600,f21212c374b0d426b8b5c9971c05691a
Data\flash\data_jp\common_tex\tex\tips_load.pac,common_tex-tex-tips_load.pac\TIPS_LOAD_008.dds,31335648,3e7d39ccbb0a1baeb51f24294abcf0ef
Data\flash\data_jp\common_tex\tex\tips_load.pac,common_tex-tex-tips_load.pac\TIPS_LOAD_009.dds,34469216,2cba0c88b2e0e79009506fcbc1ead70d
Data\flash\data_jp\common_tex\tex\vs_taikai.pac,common_tex-tex-vs_taikai.pac\VS_TAIKAI_BG_04.dds,522880,2b48ddfbd0b9224b9b7973542063ce99
Data\flash\data_jp\credit\credittex.pac,credit-credittex.pac\CREDIT_PACK.dds,64,6b95ee8f3526324bcc846257a2c3f974
Data\flash\data_jp\ending\endingtex.pac,ending-endingtex.pac\END_PACK.dds,8339712,9688f077c7a93df66ae91bc1e47be416
Data\flash\data_jp\entry\entrytex.pac,entry-entrytex.pac\ENTRY_TAIKAI_PACK.dds,7128768,7f8deee3bf339b939f3182d82dc081ff
Data\flash\data_jp\error\errortex.pac,error-errortex.pac\ERROR_PACK.dds,64,3b44928078707953ba9cabccddca5ab2
Data\flash\data_jp\load\loadtex.pac,load-loadtex.pac\LOAD_02_PACK.dds,131392,89e87ef44dead177df49600ae895341c
Data\flash\data_jp\load\loadtex.pac,load-loadtex.pac\LOAD_03_PACK.dds,655808,aba2d0abc24406739f18eecd8c1dd3cc
Data\flash\data_jp\load\loadtex.pac,load-loadtex.pac\LOAD_06_PACK.dds,4850240,77a849576b6edf7dea8b29e6cef87a62
Data\flash\data_jp\load\loadtex.pac,load-loadtex.pac\LOAD_07_PACK.dds,5898944,01f7afed13c72a09a135532c51969747
Data\flash\data_jp\load\loadtex.pac,load-loadtex.pac\LOAD_08_PACK.dds,10093376,317962b6cc9c92dd204d292b8d57f91e
Data\flash\data_jp\load\loadtex.pac,load-loadtex.pac\LOAD_PACK.dds,11404352,7d806afdc75ddc153581760144bbf8a6
Data\flash\data_jp\load\loadtex.pac,load-loadtex.pac\LOAD_QR_PACK.dds,12453056,43f870f2301f4d7b3da80be140912397
Data\flash\data_jp\popup\popuptex.pac,popup-popuptex.pac\POPUP_02_PACK.dds,160,fa71eecb8275f98ba3fd692a718128c7
Data\flash\data_jp\popup\popuptex.pac,popup-popuptex.pac\POPUP_PACK.dds,81785888,022d7c5ec3a86257f55eb1127afef1c5
Data\flash\data_jp\race\racetex.pac,race-racetex.pac\RACE_GATTAI_PACK.dds,4194688,cc0967b8de792898b0f0610fa9a805e6
Data\flash\data_jp\race\racetex.pac,race-racetex.pac\RACE_PACK.dds,20711296,f402b75f4f6b905831ddb78ee271372a
Data\flash\data_jp\race_fukidasi\race_fukidasitex.pac,race_fukidasi-race_fukidasitex.pac\RACE_FUKIDASI_PACK.dds,64,76ec94f28c81d3153a90cd2596f153c8
Data\flash\data_jp\race_item_anm\race_item_anmtex.pac,race_item_anm-race_item_anmtex.pac\RACE_ITEM_ANM_01.dds,192,0da065695c03a3e8a3295c74b4a283e8
Data\flash\data_jp\race_item_anm\race_item_anmtex.pac,race_item_anm-race_item_anmtex.pac\RACE_ITEM_ANM_03.dds,2621888,a402c29b6b39d134dd42cbf91be19b36
Data\flash\data_jp\race_item_hit\race_item_hittex.pac,race_item_hit-race_item_hittex.pac\RACE_ITEM_HIT_PACK.dds,64,05a5e2e40c4f3d8583c6ea8de5d80e73
Data\flash\data_jp\rank_time\rank_timetex.pac,rank_time-rank_timetex.pac\RANK_TIME_01_PACK.dds,64,fbe4dc062abf217659127745ec2a5c27
Data\flash\data_jp\rank_time_part\rank_time_parttex.pac,rank_time_part-rank_time_parttex.pac\RANK_TIME_PART_01_PACK.dds,64,24e826ca9b5c85dc96a508325b44d8bb
Data\flash\data_jp\result\resulttex.pac,result-resulttex.pac\RESULT_PACK.dds,64,61173b4707787d4d8cb42a7a52208867
Data\flash\data_jp\result_area\result_areatex.pac,result_area-result_areatex.pac\RESULT_AREA_01_PACK.dds,64,37efa3a84723d8971651b34b4719ac04
Data\flash\data_jp\result_photo\result_phototex.pac,result_photo-result_phototex.pac\RESULT_PHOTO_01_PACK.dds,64,eece2d528547858520b821ae0ffc9288
Data\flash\data_jp\select_01\select_01tex.pac,select_01-select_01tex.pac\SELECT_01_PACK.dds,64,4bb472a9bb69f36355b9eedbf58696a9
Data\flash\data_jp\select_01\select_01tex.pac,select_01-select_01tex.pac\SELECT_01_PROM_PACK.dds,12201280,8d9a4ca5ef3c89273b3260cc30b735e7
Data\flash\data_jp\select_area\select_areatex.pac,select_area-select_areatex.pac\SELECT_AREA_00_PACK.dds,160,6f559e2c02e3398d94205623a0cc1b27
Data\flash\data_jp\select_avatar\select_avatartex.pac,select_avatar-select_avatartex.pac\SELECT_AVATAR_PACK.dds,64,7318ec833daee36bdbed912b4060c984
Data\flash\data_jp\select_block\select_blocktex.pac,select_block-select_blocktex.pac\SELECT_BLOCK_04_PACK.dds,25166336,f356a2d1e4bbfcfdd2273e34f463d2ef
Data\flash\data_jp\select_chara\select_charatex.pac,select_chara-select_charatex.pac\SEL_CHARA_PACK.dds,64,43a5bfb45f0b5a7cd6399c1c03a2ce31
Data\flash\data_jp\select_class\select_classtex.pac,select_class-select_classtex.pac\SELECT_CLASS_02_PACK.dds,64,16188d89ddd362b2acd5fbf616d38301
Data\flash\data_jp\select_class\select_classtex.pac,select_class-select_classtex.pac\SELECT_CLASS_PACK.dds,698560,66f972a0eaae78987de43411e6b55e56
Data\flash\data_jp\select_cup\select_cuptex.pac,select_cup-select_cuptex.pac\SELECT_CUP_PACK.dds,64,367360fb2863235aaa6fbfd0b4e93064
Data\flash\data_jp\select_item\select_itemtex.pac,select_item-select_itemtex.pac\SELECT_ITEM_PACK.dds,64,bdcca0daa02f3f9bf989a147aeaddd0a
Data\flash\data_jp\select_mode_02\select_mode_02tex.pac,select_mode_02-select_mode_02tex.pac\SELECT_MODE_02_PACK.dds,5063360,6e9d19c0dbf4ce740d9f00d39c4b6f09
Data\flash\data_jp\select_panel_01\select_panel_01tex.pac,select_panel_01-select_panel_01tex.pac\SELECT_PANEL_01_PACK.dds,64,395508cd4c233235c53ed21d08d1b4bf
Data\flash\data_jp\select_round\select_roundtex.pac,select_round-select_roundtex.pac\SELECT_ROUND_PACK.dds,64,80204ed779855be56a228f9ba4f5f81f
Data\flash\data_jp\select_team\select_teamtex.pac,select_team-select_teamtex.pac\SELECT_TEAM_00_PACK.dds,64,1874f0a4e0eba19ca856b4fcb9b25a95
Data\flash\data_jp\select_team_kokuti\select_team_kokutitex.pac,select_team_kokuti-select_team_kokutitex.pac\SELECT_TEAM_KOKUTI_PACK.dds,64,ba5d2f3ab8959dc063c2e623e330e9da
Data\flash\data_jp\slot\slottex.pac,slot-slottex.pac\SLOTL_PACK.dds,23790048,8680a03bb719d750d2e3df6562565f83
Data\flash\data_jp\slot_kokuti\slot_kokutitex.pac,slot_kokuti-slot_kokutitex.pac\SLOTL_KOKUTI_02_PACK.dds,96,329a46f13b9dfbe89ad576421c95c52a
Data\flash\data_jp\slot_kokuti\slot_kokutitex.pac,slot_kokuti-slot_kokutitex.pac\SLOTL_KOKUTI_PACK.dds,26030688,beecfec9010ffb4cc7bb04c04a26d7d8
Data\flash\data_jp\tips_race\tips_racetex.pac,tips_race-tips_racetex.pac\TIPS_RACE_PACK.dds,64,a42a0f3ff0036dc796c3cf7672b5b9d3
Data\flash\data_jp\title\titletex.pac,title-titletex.pac\TITLE_01_PACK.dds,64,028a4163376187ed822cdffbb89696c9
Data\flash\data_jp\topbar\topbartex.pac,topbar-topbartex.pac\TOPBAR_PACK.dds,1048768,7837ba6ba78602e795d413de69d33b31
Data\flash\data_jp\trophy\trophytex.pac,trophy-trophytex.pac\TROPHY_PACK.dds,64,c8f9f8a565618ae3a2dcd320aa1995c8
Data\flash\data_jp\ug\ugtex.pac,ug-ugtex.pac\UG_PACK.dds,64,766b4620efb95dcffbb3f2f6fdbf35ef
Data\flash\data_jp\update\updatetex.pac,update-updatetex.pac\UPDATE_00_PACK.dds,96,c8936c92269d7feeb24663b016575e34
Data\flash\data_jp\update\updatetex.pac,update-updatetex.pac\UPDATE_01_PACK.dds,524512,ea5b45b4190f5ca560fd4c1c05d84b96
Data\flash\data_jp\update\updatetex.pac,update-updatetex.pac\UPDATE_02_PACK.dds,1048928,fb090fd463fca5e36762ed4349e72e84
Data\flash\data_jp\vs\vstex.pac,vs-vstex.pac\VS_CH_PACK.dds,524672,b516d12ff67ee8aaf4121d905b6608f9
Data\Model\object\jugemu\jugemu_parts_col.dds,other\jugemu_parts_col.dds,replace,-
Data\Model\object\jugemu\jugemu_parts_M_col.dds,other\jugemu_parts_M_col.dds,replace,-
Data\Model\object\jugemu\jugemu_parts_M_spe.dds,other\jugemu_parts_M_spe.dds,replace,-
Data\Model\object\jugemu\jugemu_parts_spe.dds,other\jugemu_parts_spe.dds,replace,-
Data\Model\stage\KP\KP_st_bord002_col.dds,other\KP_st_bord002_col.dds,replace,-
Data\Model\stage\KP\KP_st_bord002_M_col.dds,other\KP_st_bord002_M_col.dds,replace,-
Data\Model\stage\JR\JR_hata_01_col.dds,other\JR_hata_01_col.dds,replace,-
Data\Model\stage\JR\JR_hata_01_M_col.dds,other\JR_hata_01_M_col.dds,replace,-
Data\flash\data_jp\credit\credit.pac,other\credit.pac,replace,-
Data\txtMessage\data_jp\txbn\banapass.txbn,txbn\banapass.txbn,replace,-
Data\txtMessage\data_jp\txbn\banapass_title.txbn,txbn\banapass_title.txbn,replace,-
Data\txtMessage\data_jp\txbn\board.txbn,txbn\board.txbn,replace,-
Data\txtMessage\data_jp\txbn\bunsin_comment.txbn,txbn\bunsin_comment.txbn,replace,-
Data\txtMessage\data_jp\txbn\chara.txbn,txbn\chara.txbn,replace,-
Data\txtMessage\data_jp\txbn\drive_testmode.txbn,txbn\drive_testmode.txbn,replace,-
Data\txtMessage\data_jp\txbn\error_list.txbn,txbn\error_list.txbn,replace,-
